/* DATA DESCRIPTION:
Citation:	Loisel, Hubert (2018): Remote sensing reflectance, backscattering by particles at the sea surface, and non-water absorption coefficient at the sea surface over a broad range of oceanic and coastal marine environments. PANGAEA, https://doi.org/10.1594/PANGAEA.886090
Related to:	Loisel, Hubert; Stramski, Dariusz; Dessaily, David; Jamet, Cédric; Li, Linhai; Reynolds, Rick A (2018): An inverse model for estimating the optical absorption and backscattering coefficients of seawater from remote-sensing reflectance over a broad range of oceanic and coastal marine environments. Journal of Geophysical Research: Oceans, https://doi.org/10.1002/2017JC013632
Coverage:	MEDIAN LATITUDE: 29.465123 * MEDIAN LONGITUDE: 29.727755 * SOUTH-BOUND LATITUDE: 4.039730 * WEST-BOUND LONGITUDE: -53.952000 * NORTH-BOUND LATITUDE: 51.975300 * EAST-BOUND LONGITUDE: 109.252000
	DATE/TIME START: 2004-03-16T10:55:53 * DATE/TIME END: 2015-04-21T06:14:01
	MINIMUM DEPTH, water: 0 m * MAXIMUM DEPTH, water: 0 m
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	LATITUDE (Latitude) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	LONGITUDE (Longitude) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	Solar zenith angle [deg] (SZA) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * COMMENT: thetas
	Remote sensing reflectance at 410 nm [1/sr] (Rrs_410) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 440 nm [1/sr] (Rrs_440) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 490 nm [1/sr] (Rrs_490) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 510 nm [1/sr] (Rrs_510) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 550 nm [1/sr] (Rrs_550) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 670 nm [1/sr] (Rrs_670) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Backscattering coefficient of particles, 488 nm [1/m] (bbp488) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 510 nm [1/m] (bbp510) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 532 nm [1/m] (bbp532) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 650 nm [1/m] (bbp650) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 676 nm [1/m] (bbp676) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Absorption coefficient, non-water, 410 nm [1/m] (anw410) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 440 nm [1/m] (anw440) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 490 nm [1/m] (anw490) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 510 nm [1/m] (anw510) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 550 nm [1/m] (anw550) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 670 nm [1/m] (anw670) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
License:	Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported (CC-BY-NC-SA-3.0)
Size:	5306 data points
*/
Date/Time	Depth water [m]	Latitude	Longitude	SZA [deg]	Rrs_410 [1/sr]	Rrs_440 [1/sr]	Rrs_490 [1/sr]	Rrs_510 [1/sr]	Rrs_550 [1/sr]	Rrs_670 [1/sr]	bbp488 [1/m]	bbp510 [1/m]	bbp532 [1/m]	bbp650 [1/m]	bbp676 [1/m]	anw410 [1/m]	anw440 [1/m]	anw490 [1/m]	anw510 [1/m]	anw550 [1/m]	anw670 [1/m]
2011-11-07T09:08	0	20.8809	107.0220	76.408	0.00330	0.00470	0.00764	0.00828	0.00936	0.00203	0.03978	0.03811	0.03712	0.02756	0.03343	0.810	0.690	0.579	0.518	0.431	0.293
2011-11-08T03:48	0	20.8553	107.0630	39.003	0.00444	0.00652	0.01027	0.01074	0.01104	0.00179	0.02316	0.02286	0.02221	0.01594	0.01937	0.545	0.483	0.379	0.340	0.272	0.200
2011-11-08T04:47	0	20.8343	107.0710	37.306	0.00339	0.00468	0.00716	0.00759	0.00814	0.00170	0.02419	0.02338	0.02450	0.01785	0.02069	0.584	0.516	0.431	0.385	0.307	0.214
2011-11-08T05:33	0	20.8353	107.0540	39.848	0.00657	0.00952	0.01366	0.01465	0.01632	0.00435	0.04077	0.03929	0.03822	0.02993	0.03501	0.662	0.592	0.484	0.456	0.343	0.228
2011-11-08T06:51	0	20.8498	107.0460	49.878	0.00373	0.00498	0.00817	0.00875	0.00965	0.00239	0.04433	0.04305	0.04232	0.03276	0.03780	0.683	0.587	0.474	0.417	0.314	0.229
2011-11-08T08:33	0	20.8885	107.0450	69.115	0.00322	0.00453	0.00740	0.00806	0.00905	0.00225	0.03765	0.03609	0.03528	0.02742	0.03121	0.700	0.588	0.469	0.387	0.302	0.231
2011-11-09T03:23	0	20.8163	107.1030	41.386	0.00381	0.00549	0.00841	0.00913	0.00959	0.00184	0.02757	0.02664	0.02613	0.02035	0.02341	0.557	0.497	0.400	0.360	0.288	0.208
2011-11-09T04:18	0	20.8150	107.1330	37.698	0.00356	0.00506	0.00813	0.00844	0.00913	0.00180	0.03603	0.03465	0.03387	0.02623	0.03012	0.606	0.534	0.446	0.395	0.296	0.221
2011-11-09T07:09	0	20.8244	107.0840	53.250	0.00360	0.00582	0.00931	0.00988	0.01104	0.00265	0.03757	0.03608	0.03517	0.02768	0.03225	0.685	0.610	0.483	0.439	0.314	0.326
2011-11-09T07:56	0	20.8344	107.0630	61.810	0.00378	0.00544	0.00890	0.00953	0.01051	0.00232	0.03415	0.03252	0.03226	0.02464	0.02874	0.626	0.557	0.464	0.412	0.308	0.218
2011-11-09T08:47	0	20.8594	107.0410	72.255	0.00384	0.00578	0.00967	0.01051	0.01196	0.00314	0.04870	0.04748	0.04682	0.03559	0.04128	0.710	0.621	0.492	0.452	0.318	0.312
2011-11-10T05:25	0	20.9435	107.0720	39.802	0.00320	0.00470	0.00787	0.00899	0.01120	0.00491	0.16337	0.15817	0.15307	0.12264	0.13838	1.039	0.834	0.609	0.520	0.371	0.249
2011-11-10T07:20	0	20.9695	107.0700	55.383	0.00309	0.00451	0.00673	0.00762	0.00951	0.00626	0.16043	0.15417	0.15160	0.11820	0.13719	1.389	1.062	0.741	0.621	0.433	0.261
2011-11-10T08:03	0	20.9517	107.0540	63.476	0.00446	0.00659	0.01021	0.01167	0.01442	0.00760	0.18399	0.17648	0.16707	0.12133	0.13946	1.186	0.952	0.675	0.568	0.404	0.263
2011-11-12T02:06	0	20.5937	107.0060	52.907	0.00342	0.00434	0.00645	0.00621	0.00534	0.00045	0.01778	0.01701	0.01670	0.01268	0.01454						
2011-11-12T05:25	0	20.3857	106.7080	39.658	0.00370	0.00446	0.00609	0.00634	0.00661	0.00086	0.01429	0.01391	0.01391	0.01028	0.01350	0.455	0.429	0.360	0.325	0.263	0.202
2011-11-12T05:57	0	20.3154	106.6800	42.597	0.00134	0.00166	0.00311	0.00380	0.00530	0.00140	0.02937	0.02806	0.02798	0.02202	0.02644	0.708	0.654	0.523	0.450	0.322	0.277
2011-11-12T07:33	0	20.2408	106.6560	57.348	0.00170	0.00227	0.00361	0.00427	0.00609	0.00223	0.02987	0.02864	0.02846	0.02276	0.02795	0.746	0.696	0.530	0.462	0.343	0.300
2011-11-12T08:09	0	20.2006	106.6420	64.087	0.00265	0.00318	0.00546	0.00661	0.00957	0.00243	0.03551	0.03434	0.03399	0.02748	0.03376	0.799	0.734	0.575	0.499	0.362	0.316
2011-11-12T08:40	0	20.2308	106.6280	70.528	0.00188	0.00334	0.00609	0.00743	0.01100	0.00820	0.15114	0.14351	0.14198	0.11854	0.14114	1.402	1.134	0.812	0.690	0.493	0.314
2011-11-14T04:36	0	20.6997	106.8320	38.741	0.00411	0.00601	0.00942	0.01087	0.01433	0.00671						0.935	0.788	0.575	0.488	0.355	0.260
2011-11-14T07:53	0	20.7307	106.9060	61.877	0.00361	0.00653	0.01030	0.01210	0.01543	0.00608	0.10260	0.09790	0.09418	0.07373	0.08823	0.938	0.773	0.561	0.478	0.353	0.256
2011-11-14T08:39	0	20.7107	106.8700	70.966	0.00152	0.00254	0.00460	0.00559	0.00809	0.00382	0.11271	0.10947	0.10738	0.08680	0.10006	1.158	0.967	0.693	0.589	0.428	0.323
2011-11-15T03:30	0	20.7628	106.8570	42.350	0.00247	0.00386	0.00719	0.00819	0.01153	0.00350	0.09182	0.08875	0.08669	0.07276	0.08265	1.019	0.847	0.623	0.534	0.384	0.285
2011-11-15T04:22	0	20.7808	106.8480	39.254	0.00316	0.00467	0.00805	0.00919	0.01271	0.00618	0.12174	0.11904	0.11642	0.09251	0.10879	1.202	0.985	0.711	0.607	0.431	0.314
2011-11-15T05:26	0	20.8099	106.8380	40.923	0.00330	0.00512	0.00774	0.01012	0.01468	0.00838	0.14860	0.14358	0.13773	0.10998	0.12861	1.498	1.202	0.851	0.711	0.489	0.396
2012-03-03T04:35	0	9.5914	106.2940	18.185	0.00194	0.00435	0.00884	0.01089	0.01537	0.00934	0.15331	0.14498	0.13685	0.09909	0.12079	2.063	1.558	1.005	0.891	0.637	0.355
2012-03-03T06:56	0	9.4953	106.3760	31.666	0.01012	0.01414	0.01934	0.02126	0.02571	0.01846	0.25569	0.24531	0.23507	0.19106	0.21273	2.000	1.539	1.014	0.838	0.595	0.355
2012-03-04T03:12	0	9.6033	106.7690	32.364	0.00379	0.00472	0.00648	0.00593	0.00506	0.00054	0.00804	0.00862	0.00957	0.00648	0.00777	0.169	0.183	0.144	0.122	0.101	0.092
2012-03-04T05:05	0	9.6856	106.6890	16.034	0.00512	0.00728	0.01116	0.01266	0.01611	0.00975	0.21293	0.20467	0.19735	0.15688	0.17930	1.606	1.257	0.925	0.804	0.615	0.348
2012-03-04T06:16	0	9.6447	106.6210	23.724	0.00566	0.01008	0.01557	0.01738	0.02087	0.01121	0.14175	0.13592	0.13142	0.10087	0.11606	1.679	1.821	1.311	1.384	1.094	0.593
2012-03-04T09:47	0	9.5364	106.5510	71.784	0.00228	0.00363	0.00696	0.00850	0.01232	0.00534	0.07240	0.06928	0.06852	0.04989	0.06067	1.040	0.830	0.530	0.415	0.357	0.236
2012-05-28T20:10	0	4.9955	-52.2451	70.508	0.00759	0.00888	0.01259	0.01440	0.01885	0.00981											
2012-05-29T18:15	0	4.8144	-52.1136	44.320	0.01365	0.01768	0.02434	0.02756	0.03492	0.03752											
2012-05-29T19:06	0				0.00732	0.00948	0.01452	0.01667	0.02079	0.00896	0.07791	0.07455	0.07007	0.05237	0.06370	1.141	0.848	0.499	0.403	0.270	0.075
2012-05-29T21:23	0				0.00636	0.00796	0.01204	0.01378	0.01737	0.00805						1.232	0.904	0.513	0.413	0.284	0.097
2012-05-29T22:22	0				0.01114	0.01421	0.02015	0.02250	0.02794	0.01771	0.20028	0.18968	0.17559	0.13830	0.16397	1.792	1.374	0.863	0.718	0.492	0.135
2012-06-02T14:18	0				0.01118	0.01540	0.02197	0.02473	0.03028	0.02585											
2012-06-02T16:01	0				0.00910	0.01274	0.01893	0.02187	0.02849	0.02936											
2012-06-02T16:46	0	4.7730	-52.0318	26.155	0.00883	0.01239	0.01854	0.02152	0.02834	0.03154											
2012-06-02T18:37	0	4.7911	-51.9081	49.467	0.00562	0.00796	0.01307	0.01496	0.01838	0.00604	0.07880	0.07568	0.07048	0.05160	0.06281	0.979	0.700	0.389	0.311	0.209	0.033
2012-06-02T19:16	0	4.7532	-51.9237	58.416	0.00997	0.01355	0.01928	0.02218	0.02882	0.03727											
2012-06-02T19:55	0	4.7160	-51.9513	67.459	0.00981	0.01377	0.02015	0.02336	0.03067	0.04026											
2012-06-02T20:32	0	4.6822	-51.9506	75.965	0.01011	0.01337	0.01863	0.02136	0.02762	0.03607											
2012-06-02T21:11	0	4.6266	-51.9475	85.092	0.01069	0.01439	0.02037	0.02339	0.03028	0.04001											
2012-06-02T21:47	0	4.5744	-51.9477	93.315	0.00571	0.00871	0.01461	0.01729	0.02332	0.02462	0.57933	0.53745	0.48161	0.30720	0.36207						
2012-06-02T22:27	0	4.4973	-51.9401	102.619	0.01322	0.01753	0.02363	0.02677	0.03366	0.04505											
2012-06-03T14:45	0	4.7509	-51.7872	20.058	0.00495	0.00692	0.01124	0.01297	0.01626	0.00742	0.09197	0.08667	0.08132	0.06020	0.07405	1.450	1.000	0.526	0.406	0.247	0.075
2012-06-03T15:37	0	4.7059	-51.8212	17.882	0.01163	0.01570	0.02221	0.02534	0.03232	0.03895											
2012-06-03T18:02	0	4.6840	-51.7243	41.922	0.01125	0.01436	0.02021	0.02266	0.02743	0.01765	0.15526	0.14764	0.13967	0.10229	0.12237	2.048	1.485	0.867	0.699	0.455	0.102
2012-06-03T18:44	0	4.6669	-51.7358	51.241	0.00932	0.01320	0.01979	0.02281	0.02947	0.02773	0.52118	0.50035	0.46428	0.33260	0.35585						
2012-06-03T19:19	0	4.6467	-51.7556	59.321	0.01013	0.01411	0.02077	0.02387	0.03068	0.03157	0.56347	0.52849	0.47533	0.34806	0.37865						
2012-06-03T20:05	0	4.6258	-51.7786	69.928	0.00953	0.01337	0.01962	0.02269	0.02969	0.03874											
2012-06-03T21:12	0	4.5475	-51.7430	85.493	0.00906	0.01304	0.01945	0.02255	0.02959	0.03946											
2012-06-03T22:18	0	4.5654	-51.7006	100.517	0.00929	0.01333	0.01964	0.02274	0.02974	0.04028											
2012-06-04T13:24	0	4.0397	-51.6730	34.499	0.00315	0.00511	0.00852	0.01041	0.01486	0.02037											
2012-06-04T14:12	0				0.00602	0.00917	0.01424	0.01693	0.02304	0.03146											
2012-06-04T15:10	0	4.2321	-51.6244	18.540	0.01065	0.01457	0.02050	0.02368	0.03103	0.04398											
2012-06-04T18:11	0	4.5714	-51.6927	44.047	0.01024	0.01437	0.02132	0.02467	0.03233	0.03630											
2012-06-04T19:07	0	4.5425	-51.7412	56.688	0.00790	0.01141	0.01780	0.02070	0.02702	0.02730											
2012-06-05T16:50	0	4.9866	-52.1427	26.849	0.00412	0.00545	0.00866	0.01003	0.01204	0.00404	0.03080	0.03053	0.03005	0.02049	0.02606	0.851	0.610	0.317	0.243	0.158	0.020
2012-06-05T17:38	0	4.9709	-52.1561	36.408	0.00486	0.00711	0.01212	0.01445	0.01883	0.00975						1.378	0.995	0.581	0.466	0.305	0.060
2012-06-05T18:37	0	4.9147	-52.1945	49.301	0.00535	0.00754	0.01265	0.01505	0.01990	0.01019	0.18803	0.17793	0.16513	0.12065	0.14715	2.157	1.588	0.974	0.796	0.531	0.105
2012-06-05T19:10	0	4.8865	-52.2184	56.704	0.00649	0.00955	0.01570	0.01863	0.02511	0.02372	0.31718	0.28493	0.26465	0.18741	0.21948						
2012-06-05T19:43	0	4.8587	-52.2464	64.183	0.00633	0.00979	0.01629	0.01933	0.02614	0.03039											
2012-06-05T20:56	0				0.00552	0.00858	0.01342	0.01607	0.02205	0.03053											
2012-06-05T21:27	0	4.7524	-52.3228	88.114	0.00105	0.00254	0.00498	0.00644	0.01003	0.01394	0.35188	0.34793	0.32039	0.22776	0.28091						
2012-08-17T15:49	0	27.2472	-20.2365	36.292	0.01578	0.01141	0.00704	0.00411	0.00171	0.00003											
2012-08-18T14:30	0	26.9676	-24.0103	18.184	0.03849	0.02407	0.01125	0.00564	0.00171	0.00004											
2012-08-19T14:15	0	26.8263	-27.4827	14.972	0.01909	0.01430	0.00806	0.00420	0.00165	0.00003											
2012-08-20T15:10	0	26.6475	-30.9905	20.459	0.02850	0.01897	0.00846	0.00371	0.00109	0.00003											
2012-08-21T14:17	0	26.4985	-34.9962	14.526	0.02283	0.01583	0.00731	0.00315	0.00086	0.00002											
2012-08-22T16:13	0	26.0324	-35.9958	28.770	0.02380	0.01655	0.00817	0.00375	0.00103	0.00003											
2012-08-23T14:55	0	25.9839	-35.7005	16.173	0.03419	0.02393	0.01161	0.00525	0.00144	0.00004											
2012-08-25T14:27	0	26.0774	-35.3046	15.410	0.03129	0.02074	0.00937	0.00413	0.00100	0.00002											
2012-08-26T14:59	0	26.2034	-35.0004	18.118	0.03235	0.02254	0.01091	0.00517	0.00143	0.00003											
2012-08-27T12:35	0	26.0832	-35.4272	30.252	0.03519	0.02316	0.01044	0.00468	0.00099	0.00003											
2012-08-27T12:35	0	26.0832	-35.4272	30.252	0.03355	0.02255	0.01071	0.00483	0.00104	0.00003											
2012-08-29T14:13	0	26.0667	-35.4186	16.936	0.02544	0.01830	0.00923	0.00423	0.00117	0.00003											
2012-08-30T12:40	0	26.0633	-35.4529	29.735	0.02915	0.01991	0.00970	0.00472	0.00135	0.00004											
2012-08-31T14:26	0	25.7713	-35.7571	17.211	0.03117	0.02250	0.01086	0.00479	0.00136	0.00003											
2012-09-01T14:21	0	25.6493	-35.7779	17.447	0.03499	0.02501	0.01258	0.00569	0.00144	0.00004											
2012-09-02T13:53	0	25.4844	-35.7615	19.010	0.03194	0.02225	0.01081	0.00509	0.00146	0.00003											
2012-09-03T14:57	0	25.7017	-35.8217	19.976	0.02618	0.01893	0.00961	0.00456	0.00120	0.00002											
2012-09-04T14:01	0	25.5301	-35.6518	19.064	0.02582	0.01793	0.00880	0.00409	0.00123	0.00002											
2012-09-05T13:50	0	25.4427	-35.6600	20.139	0.02820	0.02082	0.01140	0.00545	0.00158	0.00003											
2012-09-07T14:26	0	26.3129	-35.1356	20.394	0.02903	0.02021	0.00961	0.00435	0.00119	0.00003											
2012-09-08T14:18	0	26.3754	-35.1528	20.753	0.03258	0.02177	0.00989	0.00449	0.00124	0.00004											
2012-09-09T13:07	0	26.4353	-35.1942	27.133	0.02886	0.01966	0.00912	0.00413	0.00117	0.00003											
2012-09-11T14:30	0	32.0572	-30.6072	28.515	0.03946	0.02495	0.01074	0.00488	0.00130	0.00003											
2012-09-12T14:05	0	35.0779	-27.9936	31.217	0.04197	0.02616	0.01078	0.00529	0.00195	0.00002											
2012-10-15T08:34	0	20.9018	107.0590	65.218	0.00449	0.00598	0.00936	0.01027	0.01188	0.00320	0.03780	0.03775	0.03462	0.02613	0.03213						
2012-10-15T09:41	0	20.8570	107.0520	80.360	0.00391	0.00501	0.00790	0.00889	0.01086	0.00333	0.04734	0.04669	0.04282	0.03096	0.03827	0.989	0.623	0.359	0.292	0.201	0.142
2012-10-16T02:34	0	20.7623	107.1460	42.315	0.00524	0.00685	0.01020	0.01085	0.01187	0.00302	0.03078	0.03012	0.02801	0.02088	0.02538	0.462	0.329	0.211	0.179	0.135	0.095
2012-10-16T04:08	0	20.7806	107.1710	30.526	0.00619	0.00806	0.01183	0.01273	0.01405	0.00376	0.04686	0.04625	0.04293	0.03203	0.03844	0.622	0.542	0.410	0.368	0.306	0.165
2012-10-16T05:25	0	20.8435	107.1930	32.105	0.00629	0.00812	0.01173	0.01273	0.01430	0.00467	0.06176	0.06004	0.05485	0.04182	0.05078	0.588	0.442	0.292	0.246	0.185	0.124
2012-10-16T07:01	0	20.8331	107.1360	46.324	0.00545	0.00715	0.01063	0.01153	0.01313	0.00401	0.05030	0.04964	0.04452	0.03402	0.04170	0.542	0.401	0.260	0.218	0.160	0.106
2012-10-16T08:24	0	20.8983	107.1290	63.485	0.00649	0.00842	0.01217	0.01341	0.01556	0.00702	0.07290	0.06997	0.06446	0.04876	0.05941	0.695	0.545	0.350	0.293	0.223	0.155
2012-10-17T02:09	0	20.9317	107.1760	47.165	0.00455	0.00573	0.00753	0.00814	0.00920	0.00539	0.08844	0.08862	0.07917	0.05838	0.07245	0.707	0.537	0.349	0.293	0.219	0.150
2012-10-17T03:30	0	20.8941	107.1720	34.234	0.00649	0.00839	0.01161	0.01264	0.01445	0.00678	0.10692	0.10164	0.09386	0.07079	0.08537	0.840	0.619	0.395	0.331	0.244	0.158
2012-10-17T05:39	0	20.8453	107.2420	33.971	0.00628	0.00809	0.01152	0.01252	0.01432	0.00539	0.08218	0.07847	0.07218	0.05468	0.06592	0.697	0.541	0.354	0.298	0.223	0.160
2012-10-17T07:22	0	20.9100	107.2580	50.786	0.00603	0.00775	0.01094	0.01187	0.01357	0.00536	0.08336	0.07982	0.07342	0.05323	0.06503	0.744	0.553	0.358	0.299	0.220	0.155
2012-10-18T03:25	0	20.9755	107.2810	35.227	0.00361	0.00465	0.00625	0.00692	0.00827	0.00627	0.22615	0.22427	0.21182	0.17306	0.21335	1.349	1.056	0.704	0.591	0.419	0.270
2012-10-18T06:47	0	20.9755	107.2810	44.526	0.00343	0.00439	0.00592	0.00651	0.00767	0.00488	0.13413	0.13192	0.12246	0.09687	0.11861	1.103	0.834	0.543	0.455	0.318	0.228
2013-05-15T03:45	0	20.9317	107.1760	14.825	0.00364	0.00477	0.00694	0.00764	0.00886	0.00402											
2013-05-15T04:58	0	20.8941	107.1720	3.442	0.00444	0.00563	0.00837	0.00895	0.00964	0.00257											
2013-05-15T06:46	0	20.8453	107.2420	28.054	0.00547	0.00718	0.01083	0.01191	0.01345	0.00367											
2013-05-15T08:28	0	20.9100	107.2580	51.823	0.00523	0.00670	0.00980	0.01078	0.01241	0.00441											
2013-05-15T09:48	0	20.9755	107.2810	70.267	0.00431	0.00536	0.00762	0.00838	0.00971	0.00398											
2013-05-16T05:35	0	20.9755	107.2810	11.640	0.00432	0.00504	0.00688	0.00739	0.00819	0.00253						0.762	0.618	0.437	0.380	0.314	0.263
2013-05-16T09:26	0	20.9755	107.2810	65.106	0.00450	0.00514	0.00714	0.00767	0.00836	0.00239						0.667	0.546	0.378	0.326	0.276	0.233
2013-05-17T07:38	0	20.7806	107.1710	40.029	0.00786	0.00946	0.01319	0.01396	0.01499	0.00430						0.736	0.600	0.416	0.363	0.310	0.231
2013-05-18T07:26	0	20.9657	107.0650	37.109	0.00410	0.00561	0.00916	0.01070	0.01338	0.00595						1.166	0.899	0.572	0.472	0.361	0.285
2013-05-18T11:18	0	20.9657	107.0650	89.930	0.00455	0.00598	0.00947	0.01097	0.01351	0.00636						1.160	0.928	0.598	0.499	0.395	0.316
2013-05-19T03:27	0	20.9657	107.0650	18.919	0.00333	0.00449	0.00695	0.00803	0.00997	0.00483						1.161	0.893	0.566	0.470	0.360	0.286
2013-06-29T05:25	0	20.8117	106.8370	7.224	0.00209	0.00394	0.00703	0.00893	0.01411	0.02231											
2013-06-29T07:10	0	20.8319	106.8200	31.129	0.00209	0.00388	0.00684	0.00866	0.01359	0.02208											
2013-06-29T08:05	0	20.8346	106.7900	43.693	0.00145	0.00277	0.00501	0.00642	0.01030	0.01824											
2013-06-30T01:50	0	20.8346	106.7900	43.012	0.00297	0.00519	0.00864	0.01067	0.01601	0.02424											
2013-06-30T02:45	0	20.8549	106.7620	30.434	0.00377	0.00643	0.01056	0.01295	0.01914	0.02645	0.86011										
2013-06-30T03:40	0	20.8644	106.7570	17.809	0.00329	0.00583	0.00985	0.01223	0.01838	0.02585											
2013-06-30T04:20	0	20.8811	106.7530	8.720	0.00326	0.00568	0.00956	0.01187	0.01777	0.02341	0.84820										
2013-06-30T05:05	0	20.8504	106.7570	3.133	0.00235	0.00475	0.00850	0.01107	0.01786	0.02304	0.77571										
2013-06-30T06:30	0	20.8504	106.7570	21.835	0.00266	0.00526	0.00931	0.01199	0.01901	0.02640	0.83992										
2013-06-30T07:15	0	20.8579	106.7390	32.152	0.00232	0.00445	0.00768	0.00977	0.01526	0.02203											
2013-06-30T08:05	0	20.8346	106.7900	43.652	0.00333	0.00589	0.00967	0.01197	0.01781	0.02288	0.79480										
2013-07-01T03:45	0	20.8203	106.9060	16.578	0.00432	0.00644	0.01042	0.01249	0.01760	0.01182											
2013-07-01T04:25	0	20.8136	106.9090	7.525	0.00364	0.00515	0.00832	0.01019	0.01556	0.01233											
2013-07-01T06:05	0	20.8208	106.8900	16.179	0.00433	0.00669	0.01078	0.01294	0.01823	0.01541											
2013-07-01T06:40	0	20.8188	106.8770	24.201	0.00484	0.00765	0.01207	0.01459	0.02071	0.01977											
2013-07-01T07:15	0	20.8154	106.8420	32.211	0.00510	0.00795	0.01223	0.01475	0.02097	0.02270											
2013-07-01T07:50	0	20.8216	106.8280	40.220	0.00440	0.00724	0.01132	0.01375	0.01981	0.02268											
2013-07-05T04:40	0	20.7907	106.9160	4.375	0.00388	0.00578	0.00914	0.01096	0.01603	0.01174											
2013-07-05T06:30	0	20.8144	106.9000	21.740	0.00138	0.00258	0.00467	0.00595	0.00968	0.01862											
2013-07-05T07:30	0	20.8319	106.8960	35.542	0.00342	0.00570	0.00930	0.01128	0.01660	0.02322											
2013-07-05T08:10	0	20.8560	106.9200	44.727	0.00533	0.00814	0.01251	0.01466	0.02017	0.02152											
2013-07-06T01:40	0	20.8483	107.0680	45.358	0.00254	0.00318	0.00535	0.00612	0.00822	0.00222											
2013-07-06T02:20	0	20.8762	107.0680	36.184	0.00256	0.00323	0.00542	0.00637	0.00908	0.00302											
2013-07-06T03:00	0	20.8867	107.0290	27.014	0.00259	0.00326	0.00543	0.00634	0.00905	0.00302											
2013-07-06T03:45	0	20.8980	106.9770	16.691	0.00432	0.00583	0.00953	0.01150	0.01625	0.00823											
2013-07-06T04:45	0	20.8343	106.8960	3.368	0.00151	0.00287	0.00532	0.00683	0.01113	0.01874											
